,course_code,destination_code,destination_flights
24661,TWU,JHB,16
24662,TWU,TRK,13
24663,TXE,KNO,29
24664,TXF,CNF,24
24665,TXF,SSA,8
24666,TXK,DFW,83
24667,TXL,FRA,638
24668,TXL,MUC,535
24669,TXL,CGN,398
24670,TXL,DUS,388
24671,TXL,STR,371
24672,TXL,ZRH,345
24673,TXL,VIE,276
24674,TXL,CDG,213
24675,TXL,LHR,196
24676,TXL,AMS,173
24677,TXL,BRU,154
24678,TXL,HEL,142
24679,TXL,IST,115
24680,TXL,WAW,112
24681,TXL,MAD,109
24682,TXL,LCY,96
24683,TXL,PMI,91
24684,TXL,Arlanda,87
24685,TXL,LGW,78
24686,TXL,CPH,77
24687,TXL,Fiumicino,76
24688,TXL,SCN,73
24689,TXN,SZX,29
24690,TXN,CAN,28
24691,TXN,YIH,19
24692,TXN,HFE,19
24693,TXN,PEK,16
24694,TXN,KWL,15
24695,TXN,DLC,15
24696,TXN,ZUH,13
24697,TXN,TSN,13
24698,TXN,SHE,12
24699,TXN,HAK,12
24700,TXN,CKG,11
24701,TXN,HIA,11
24702,TXN,TPE,9
24703,TXN,XMN,9
24704,TXN,TAO,9
24705,TXN,XIY,9
24706,TXN,NNG,9
24707,TXN,ICN,2
24708,TXN,WNZ,0
24709,TXN,SWA,0
24710,TYF,HFS,40
24711,TYL,LIM,125
24712,TYN,KMG,228
24713,TYN,CAN,183
24714,TYN,CSX,173
24715,TYN,SHA,162
24716,TYN,CKG,151
24717,TYN,HGH,149
24718,TYN,HAK,126
24719,TYN,NKG,125
24720,TYN,PEK,121
24721,TYN,CTU,117
24722,TYN,SZX,113
24723,TYN,SHE,107
24724,TYN,CGQ,100
24725,TYN,HRB,94
24726,TYN,DLC,91
24727,TYN,KHN,86
24728,TYN,BAV,77
24729,TYN,HFE,67
24730,TYN,XMN,61
24731,TYN,URC,61
24732,TYN,CIH,58
24733,TYN,FOC,58
24734,TYR,DFW,132
24735,TYR,DEN,8
24736,TYS,ATL,233
24737,TYS,CLT,221
24738,TYS,ORD,160
24739,TYS,LGA,120
24740,TYS,DFW,119
24741,TYS,DTW,105
24742,TYS,DCA,81
24743,TYS,IAH,81
24744,TYS,IAD,69
24745,TYS,DEN,64
24746,TYS,PHL,55
24747,TYS,MIA,54
24748,TYS,SFB,40
24749,TYS,EWR,37
24750,TYS,MSP,28
24751,TYS,PIE,20
24752,TYS,FLL,20
24753,TYS,PGD,11
24754,TYS,PBI,8
24755,TYS,SRQ,8
24756,TYS,LAS,8
24757,TYS,MCO,8
24758,TZA,SPR,493
24759,TZA,BZE,408
24760,TZA,CUK,261
24761,TZA,DGA,172
24762,TZA,BCV,29
24763,TZA,PLJ,29
24764,TZA,PND,29
24765,TZL,BSL,12
24766,TZL,DTM,12
24767,TZL,MMX,12
24768,TZL,EIN,9
24769,TZL,FMM,9
24770,TZL,HHN,9
24771,TZL,SXF,9
24772,TZL,FDH,8
24773,TZL,FKB,8
24774,TZL,BLL,8
24775,TZL,GOT,8
24776,TZL,CGN,8
24777,TZL,Skavsta,0
24778,TZL,VIE,0
24779,TZL,VXO,0
24780,TZN,NAS,58
24781,TZX,Sabiha,304
24782,TZX,IST,157
24783,TZX,ESB,86
24784,TZX,ADB,43
24785,TZX,AYT,41
24786,TZX,ADA,29
24787,TZX,BGW,13
24788,TZX,KCO,12
24789,TZX,YEI,12
24790,TZX,BAH,4
24791,TZX,IKA,4
24792,TZX,DUS,4
24793,TZX,DMM,2
24794,TZX,RUH,0
24795,TZX,Yenbo,0
24796,TZX,TXL,0
24797,TZX,MED,0
24798,TZX,FRA,0
24799,TZX,STR,0
24800,TZX,AMM,0
24801,TZX,ELQ,0
24802,TZX,JED,0
24803,UAH,AUQ,9
24804,UAH,NHV,7
24805,UAH,UAP,6
24806,UAK,GOH,20
24807,UAK,SFJ,8
24808,UAK,JFR,5
24809,UAK,RKV,0
24810,UAK,CPH,0
24811,UAP,NHV,21
24812,UAP,AUQ,6
24813,UAP,UAH,6
24814,UAQ,AEP,47
24815,UAQ,EZE,1
24816,UAR,CMN,9
24817,UAS,NYK,58
24818,UAS,Kichwa Tembo,29
24819,UAS,Olkiombo,29
24820,UAS,Angama,29
24821,UAS,MDR,29
24822,UAS,Mara North,29
24823,UAS,OLG,29
24824,UAS,OSJ,29
24825,UAS,Mara Serena,29
24826,UAS,WIL,29
24827,UAS,Keekorok,29
24828,UBA,CNF,40
24829,UBA,AAX,8
24830,UBB,BDD,8
24831,UBJ,HND,376
24832,UBP,Don Muang,372
24833,UBP,BKK,87
24834,UBP,CNX,29
24835,UCB,PEK,11
24836,UCB,CGO,5
24837,UCT,LED,29
24838,UCT,VKO,26
24839,UCT,SCW,4
24840,UCT,USK,0
24841,UCT,SVO,0
24842,UCT,BVJ,0
24843,UCT,AER,0
24844,UDI,CGH,126
24845,UDI,CNF,103
24846,UDI,VCP,77
24847,UDI,GRU,53
24848,UDI,RAO,25
24849,UDI,BSB,24
24850,UDI,BPS,9
24851,UDI,GIG,3
24852,UDI,NAT,0
24853,UDI,MCZ,0
24854,UDR,DEL,179
24855,UDR,BOM,150
24856,UDR,JAI,41
24857,UDR,HYD,29
24858,UDR,BLR,29
24859,UDR,STV,29
24860,UDR,BHO,29
24861,UDR,AMD,25
24862,UDR,IXU,12
24863,UEL,MPM,32
24864,UEL,BEW,12
24865,UEL,TET,5
24866,UEL,APL,0
24867,UEO,OKA,203
24868,UEO,HND,0
24869,UET,KHI,46
24870,UET,ISB,44
24871,UET,LHE,20
24872,UET,DXB,12
24873,UET,Sharjah,12
24874,UET,JED,9
24875,UFA,SVO,272
24876,UFA,LED,104
24877,UFA,DME,103
24878,UFA,VKO,99
24879,UFA,TJM,35
24880,UFA,NUX,32
24881,UFA,SVX,29
24882,UFA,KZN,29
24883,UFA,SGC,29
24884,UFA,NJC,28
24885,UFA,KUF,21
24886,UFA,AER,17
24887,UFA,KRR,17
24888,UFA,HMA,13
24889,UFA,VOG,13
24890,UFA,ROV,12
24891,UFA,GYD,12
24892,UFA,NYM,10
24893,UFA,IST,9
24894,UFA,NOJ,8
24895,UFA,VIE,8
24896,UFA,OVB,8
24897,UGC,TAS,62
24898,UGC,LED,16
24899,UGC,VKO,16
24900,UGC,DME,12
24901,UGC,FRA,0
24902,UGC,CDG,0
24903,UGC,Malpensa,0
24904,UGC,Fiumicino,0
24905,UGC,BHK,0
24906,UGI,KWP,4
24907,UGI,KPY,0
24908,UIB,EOH,291
24909,UIB,BOG,106
24910,UIB,APO,13
24911,UIH,SGN,287
24912,UIH,HAN,177
24913,UIH,Haiphong,29
24914,UII,SAP,16
24915,UII,LCE,12
24916,UII,RTB,5
24917,UIN,STL,74
24918,UIN,ORD,73
24919,UIO,GYE,654
24920,UIO,CUE,143
24921,UIO,BOG,126
24922,UIO,PTY,120
24923,UIO,MEC,109
24924,UIO,LIM,97
24925,UIO,OCC,85
24926,UIO,MIA,58
24927,UIO,MEX,58
24928,UIO,LOH,41
24929,UIO,GPS,40
24930,UIO,LGQ,39
24931,UIO,DFW,29
24932,UIO,FLL,29
24933,UIO,IAH,29
24934,UIO,ATL,29
24935,UIO,SAL,28
24936,UIO,ETR,27
24937,UIO,ESM,22
24938,UIO,MAD,21
24939,UIO,SCL,16
24940,UIO,CCS,12
24941,UIP,Orly,73
24942,UIP,Pyrenees,3
24943,UIP,LCY,0
24944,UKA,MDR,58
24945,UKA,Mara North,58
24946,UKA,Olkiombo,58
24947,UKA,MBA,58
24948,UKA,Keekorok,58
24949,UKA,Kichwa Tembo,58
24950,UKA,OSJ,58
24951,UKA,Mara Serena,58
24952,UKA,WIL,58
24953,UKA,NBO,45
24954,UKA,Angama,29
24955,UKA,VPG,29
24956,UKA,ASV,29
24957,UKB,HND,350
24958,UKB,OKA,271
24959,UKB,CTS,232
24960,UKB,NGS,174
24961,UKB,IBR,87
24962,UKB,KOJ,87
24963,UKB,SDJ,58
24964,UKB,KCZ,58
24965,UKB,IZO,29
24966,UKB,MMJ,29
24967,UKB,AOJ,0
24968,UKG,YKS,16
24969,UKK,TSE,99
24970,UKK,ALA,58
24971,UKK,OVB,16
24972,UKK,DME,12
24973,UKK,KGF,8
24974,UKX,IKT,33
24975,ULB,PBJ,4
24976,ULB,CCV,4
24977,ULG,ULN,12
24978,ULH,RUH,28
24979,ULH,JED,16
24980,ULK,YKS,37
24981,ULK,IKT,9
24982,ULK,TLK,2
24983,ULN,ICN,67
24984,ULN,HKG,30
24985,ULN,SVO,25
24986,ULN,PEK,21
24987,ULN,NRT,21
24988,ULN,PUS,16
24989,ULN,HVD,13
24990,ULN,IKT,12
24991,ULN,IST,12
24992,ULN,ULG,12
24993,ULN,HET,12
24994,ULN,LTI,8
24995,ULN,TSE,8
24996,ULN,BKK,8
24997,ULN,ULZ,8
24998,ULN,ULO,8
24999,ULN,BYN,4
25000,ULN,CAN,0
25001,ULN,KIX,0
25002,ULN,FRA,0
25003,ULN,TSN,0
25004,ULO,ULN,8
25005,ULP,CTL,8
25006,ULP,WNR,0
25007,ULV,SVO,87
25008,ULV,VKO,29
25009,ULV,OVB,8
25010,ULV,LED,8
25011,ULV,DME,0
25012,ULV,SIP,0
25013,ULX,LDZ,50
25014,ULX,SZK,24
25015,ULX,ASS,24
25016,ULX,NGL,0
25017,ULX,MQP,0
25018,ULZ,ULN,8
25019,UMD,JQA,61
25020,UMD,JUK,8
25021,UMD,NIQ,8
25022,UMD,IKE,4
25023,UMD,SAE,4
25024,UME,Arlanda,256
25025,UME,Bromma,114
25026,UME,OSD,80
25027,UME,HEL,24
25028,UME,GOT,4
25029,UME,KRN,0
25030,UME,VBY,0
25031,UNG,POM,33
25032,UNG,HGU,21
25033,UNG,DAU,5
25034,UNG,TBG,0
25035,UNK,SMK,157
25036,UNK,SKK,54
25037,UNK,ANC,29
25038,UNK,KKA,29
25039,UNK,OME,25
25040,UNK,WBB,0
25041,UNN,Don Muang,87
25042,UOL,PLW,29
25043,UPG,CGK,1320
25044,UPG,SUB,494
25045,UPG,KDI,273
25046,UPG,PLW,203
25047,UPG,SOQ,203
25048,UPG,DPS,143
25049,UPG,DJJ,140
25050,UPG,AMQ,132
25051,UPG,MKW,132
25052,UPG,BPN,129
25053,UPG,LUW,128
25054,UPG,GTO,119
25055,UPG,PUM,116
25056,UPG,JOG,109
25057,UPG,TIM,107
25058,UPG,MJU,107
25059,UPG,BUW,87
25060,UPG,HLP,87
25061,UPG,MDC,87
25062,UPG,BIK,82
25063,UPG,TTE,74
25064,UPG,MOH,58
25065,UPK,KGQ,4
25066,UPK,JUV,4
25067,UPN,TIJ,41
25068,UPN,LAX,4
25069,URA,SCO,29
25070,URA,TSE,29
25071,URA,DME,12
25072,URA,GUW,12
25073,URA,FRA,4
25074,URC,KHG,522
25075,URC,XIY,503
25076,URC,CGO,388
25077,URC,PEK,386
25078,URC,HTN,371
25079,URC,LHW,359
25080,URC,AKU,289
25081,URC,CTU,280
25082,URC,CAN,222
25083,URC,SHA,218
25084,URC,INC,213
25085,URC,KRL,200
25086,URC,CKG,194
25087,URC,YIN,186
25088,URC,TCG,120
25089,URC,KCA,118
25090,URC,KWE,114
25091,URC,AAT,109
25092,URC,NKG,105
25093,URC,TNA,99
25094,URC,TSN,86
25095,URC,BPL,78
25096,URE,TLL,49
25097,URG,POA,16
25098,URJ,HMA,9
25099,URJ,TJM,4
25100,URJ,OVS,4
25101,URS,VKO,58
25102,URS,VOZ,29
25103,URS,AER,17
25104,URS,LED,16
25105,URS,MRV,0
25106,URT,Don Muang,364
25107,URT,BKK,58
25108,URT,CNX,29
25109,URT,CTU,16
25110,URT,KUL,16
25111,URY,RUH,53
25112,URY,JED,29
25113,USA,FLL,42
25114,USA,SFB,21
25115,USA,PIE,20
25116,USA,PGD,8
25117,USA,PBI,8
25118,USA,MSY,5
25119,USA,VPS,0
25120,USH,AEP,217
25121,USH,FTE,77
25122,USH,EZE,48
25123,USH,COR,21
25124,USH,REL,18
25125,USH,BHI,13
25126,USH,EPA,8
25127,USJ,TDK,58
25128,USK,VKO,29
25129,USK,SCW,16
25130,USK,LED,12
25131,USK,KVX,9
25132,USK,PEE,8
25133,USK,TJM,8
25134,USK,UCT,4
25135,USK,UFA,4
25136,USM,BKK,667
25137,USM,HKT,169
25138,USM,SIN,116
25139,USM,HKG,58
25140,USM,UTP,45
25141,USM,KBV,42
25142,USM,KUL,29
25143,USM,CNX,29
25144,USM,CTU,9
25145,USM,CKG,0
25146,USN,GMP,145
25147,USN,CJU,116
25148,USQ,IST,12
25149,USR,YKS,34
25150,USU,CEB,145
25151,USU,CRK,143
25152,USU,MNL,116
25153,USU,PPS,29
25154,USU,ENI,29
25155,USU,MPH,29
25156,UTH,Don Muang,422
25157,UTH,BKK,157
25158,UTH,CNX,87
25159,UTH,HKT,29
25160,UTH,UTP,29
25161,UTH,CEI,12
25162,UTH,HDY,12
25163,UTN,JNB,68
25164,UTN,CPT,22
25165,UTP,CNX,88
25166,UTP,HKT,58
25167,UTP,USM,45
25168,UTP,UTH,29
25169,UTP,HDY,29
25170,UTP,KKC,17
25171,UTP,KUL,16
25172,UTP,SGN,16
25173,UTP,OVB,9
25174,UTP,IKT,6
25175,UTP,LHW,6
25176,UTP,WXN,5
25177,UTP,KHV,4
25178,UTP,KOW,0
25179,UTP,CGO,0
25180,UTP,CSX,0
25181,UTS,SCW,12
25182,UTT,JNB,125
25183,UTT,CPT,12
25184,UTT,ELS,0
25185,UUD,DME,42
25186,UUD,VKO,29
25187,UUD,OVB,29
25188,UUD,IKT,21
25189,UUD,HTA,8
25190,UUD,KHV,8
25191,UUD,BQS,5
25192,UUD,PEK,4
25193,UUD,YKS,4
25194,UUD,PKX,0
25195,UUS,KHV,108
25196,UUS,VVO,79
25197,UUS,SVO,58
25198,UUS,NGK,33
25199,UUS,OHH,29
25200,UUS,ITU,29
25201,UUS,OVB,29
25202,UUS,DEE,29
25203,UUS,CTS,28
25204,UUS,BQS,21
25205,UUS,ICN,17
25206,UUS,KXK,10
25207,UUS,PKC,8
25208,UUS,EKS,8
25209,UUS,NRT,8
25210,UUS,SYX,3
25211,UUS,IKT,0
25212,UVE,GEA,75
25213,UVE,LIF,32
25214,UVF,LGW,54
25215,UVF,MIA,46
25216,UVF,YYZ,42
25217,UVF,ATL,34
25218,UVF,JFK,30
25219,UVF,POS,20
25220,UVF,GND,17
25221,UVF,ORD,10
25222,UVF,TAB,8
25223,UVF,BOS,7
25224,UVF,YUL,5
25225,UVF,PHL,5
25226,UVF,CLT,5
25227,UVF,EWR,5
25228,UVI,FBE,12
25229,UVI,CWB,12
25230,UYL,KRT,42
25231,UYN,XIY,295
25232,UYN,PKX,77
25233,UYN,PEK,41
25234,UYN,KMG,29
25235,UYN,DLC,29
25236,UYN,JIC,29
25237,UYN,HGH,29
25238,UYN,LHW,25
25239,UYN,TNA,25
25240,UYN,NKG,21
25241,UYN,HRB,19
25242,UYN,CTU,17
25243,UYN,HET,16
25244,UYN,CGO,16
25245,UYN,HAK,16
25246,UYN,SZX,14
25247,UYN,TSN,9
25248,UYN,WUH,9
25249,UYN,CGQ,0
25250,UYN,PVG,0
25251,UYU,LPB,136
25252,UYU,VVI,12
25253,UZR,ALA,9
25254,VAA,HEL,134
25255,VAA,Arlanda,59
25256,VAG,CNF,11
25257,VAI,WWK,45
25258,VAI,POM,12
25259,VAK,HPB,54
25260,VAK,SCM,29
25261,VAK,BET,0
25262,VAL,CNF,4
25263,VAM,MLE,261
25264,VAN,Sabiha,100
25265,VAN,ESB,55
25266,VAN,IST,53
25267,VAN,AYT,38
25268,VAN,ADB,37
25269,VAN,ADA,29
25270,VAO,HIR,18
25271,VAO,EGM,13
25272,VAO,FRE,4
25273,VAO,MUA,0
25274,VAR,SOF,105
25275,VAR,VIE,36
25276,VAR,LTN,20
25277,VAR,IST,19
25278,VAR,DTM,9
25279,VAR,HAM,9
25280,VAR,Bergamo,9
25281,VAR,SXF,9
25282,VAR,FMM,8
25283,VAR,DME,8
25284,VAR,EIN,8
25285,VAR,LCA,8
25286,VAR,LPL,8
25287,VAR,CGN,8
25288,VAR,Beauvais,8
25289,VAR,LGW,0
25290,VAR,BOJ,0
25291,VAR,LUX,0
25292,VAR,OSR,0
25293,VAR,NTE,0
25294,VAR,OSL,0
25295,VAR,HEL,0
25296,VAS,Sabiha,54
25297,VAS,IST,47
25298,VAS,ADB,9
25299,VAV,TBU,84
25300,VAV,NTT,4
25301,VAV,HPA,4
25302,VAV,NFO,4
25303,VAV,APW,0
25304,VAV,NAN,0
25305,VAW,BJF,44
25306,VAW,KKN,24
25307,VAW,VDS,20
25308,VBA,AKY,8
25309,VBA,MWQ,4
25310,VBP,MGZ,4
25311,VBP,RGN,4
25312,VBV,SUV,4
25313,VBY,Bromma,163
25314,VBY,Arlanda,101
25315,VBY,GOT,12
25316,VBY,MMX,8
25317,VBY,AGH,0
25318,VBY,UME,0
25319,VBY,SDL,0
25320,VBY,NRK,0
25321,VBY,HEL,0
25322,VCA,HAN,219
25323,VCA,DAD,71
25324,VCA,VCS,54
25325,VCA,Haiphong,29
25326,VCA,PQC,29
25327,VCA,DLI,17
25328,VCA,VII,16
25329,VCA,KUL,16
25330,VCA,CXR,16
25331,VCA,TPE,16
25332,VCA,THD,13
25333,VCA,ICN,12
25334,VCA,Don Muang,9
25335,VCE,CDG,204
25336,VCE,LGW,175
25337,VCE,Fiumicino,145
25338,VCE,MAD,145
25339,VCE,FRA,132
25340,VCE,AMS,112
25341,VCE,BCN,101
25342,VCE,MUC,99
25343,VCE,IST,85
25344,VCE,NAP,84
25345,VCE,CTA,81
25346,VCE,ZRH,80
25347,VCE,STN,79
25348,VCE,VIE,73
25349,VCE,BRU,69
25350,VCE,Orly,64
25351,VCE,SVO,57
25352,VCE,BRS,48
25353,VCE,TXL,47
25354,VCE,LIS,34
25355,VCE,LHR,34
25356,VCE,DOH,29
25357,VCL,SGN,298
25358,VCL,HAN,59
25359,VCP,SDU,257
25360,VCP,CNF,254
25361,VCP,BSB,233
25362,VCP,POA,211
25363,VCP,CWB,211
25364,VCP,REC,166
25365,VCP,GIG,136
25366,VCP,CGB,119
25367,VCP,SSA,117
25368,VCP,FLN,104
25369,VCP,RAO,100
25370,VCP,NVT,99
25371,VCP,GYN,98
25372,VCP,SJP,98
25373,VCP,CGR,94
25374,VCP,LDB,86
25375,VCP,MGF,79
25376,VCP,UDI,77
25377,VCP,VIX,75
25378,VCP,JOI,72
25379,VCP,ARU,71
25380,VCP,EZE,59
25381,VCS,SGN,280
25382,VCS,VCA,54
25383,VCT,DFW,54
25384,VCT,IAH,53
25385,VDC,SSA,99
25386,VDC,GRU,43
25387,VDC,VCP,24
25388,VDC,CNF,15
25389,VDE,Los Rodeos,153
25390,VDE,Las Palmas,40
25391,VDH,SGN,132
25392,VDH,HAN,70
25393,VDM,AEP,16
25394,VDO,SGN,63
25395,VDO,DAD,12
25396,VDO,SZX,0
25397,VDS,TOS,72
25398,VDS,KKN,70
25399,VDS,VAW,48
25400,VDS,BJF,24
25401,VDS,MEH,20
25402,VDS,ALF,20
25403,VDS,HFT,0
25404,VDS,BVG,0
25405,VDY,BLR,29
25406,VDY,HYD,29
25407,VDZ,ANC,49
25408,VEE,ARC,41
25409,VEE,FAI,25
25410,VEE,FYU,24
25411,VEL,DEN,49
25412,VER,MEX,362
25413,VER,MTY,65
25414,VER,CUN,52
25415,VER,MID,45
25416,VER,GDL,41
25417,VER,TAM,29
25418,VER,CME,29
25419,VER,IAH,29
25420,VER,VSA,25
25421,VER,QRO,12
25422,VER,REX,12
25423,VER,TIJ,8
25424,VEY,RKV,40
25425,VFA,JNB,58
25426,VFA,HRE,54
25427,VFA,CPT,35
25428,VFA,WDH,25
25429,VFA,GBE,20
25430,VFA,NBO,13
25431,VFA,BUQ,5
25432,VFA,ADD,0
25433,VGA,HYD,240
25434,VGA,BLR,163
25435,VGA,VTZ,82
25436,VGA,MAA,58
25437,VGA,DEL,50
25438,VGA,TIR,37
25439,VGA,CDP,29
25440,VGA,BOM,13
25441,VGD,VKO,12
25442,VGD,LED,8
25443,VGO,MAD,229
25444,VGO,BCN,29
25445,VGO,BIO,14
25446,VGO,Los Rodeos,13
25447,VGO,VLC,12
25448,VGO,Las Palmas,8
25449,VGO,LEI,5
25450,VGO,PMI,0
25451,VGO,SVQ,0
25452,VGO,FUE,0
25453,VGO,CDG,0
25454,VGO,ALC,0
25455,VGO,Arrecife,0
25456,VGZ,BOG,24
25457,VGZ,CLO,8
25458,VGZ,LQM,4
25459,VHC,LAD,13
25460,VHM,LYC,44
25461,VHM,Arlanda,0
25462,VHV,YKS,4
25463,VHZ,HOI,3
25464,VHZ,NUK,0
25465,VIE,FRA,323
25466,VIE,TXL,276
25467,VIE,DUS,266
25468,VIE,ZRH,257
25469,VIE,AMS,250
25470,VIE,LHR,240
25471,VIE,CDG,236
25472,VIE,STR,222
25473,VIE,MUC,204
25474,VIE,OTP,184
25475,VIE,WAW,176
25476,VIE,HAM,173
25477,VIE,TLV,173
25478,VIE,BCN,164
25479,VIE,BRU,158
25480,VIE,CGN,147
25481,VIE,Malpensa,145
25482,VIE,INN,138
25483,VIE,Fiumicino,138
25484,VIE,BEG,133
25485,VIE,PRG,133
25486,VIE,MAD,132
25487,VIF,TQR,8
25488,VIF,FOG,8
25489,VIG,CCS,37
25490,VII,SGN,490
25491,VII,HAN,106
25492,VII,BMV,46
25493,VII,CXR,39
25494,VII,DLI,29
25495,VII,VCA,16
25496,VIJ,SJU,206
25497,VIJ,STT,145
25498,VIJ,SXM,58
25499,VIJ,NGD,58
25500,VIJ,EIS,58
25501,VIJ,NEV,8
25502,VIL,CMN,52
25503,VIL,EUN,17
25504,VIL,RAK,10
25505,VIL,Las Palmas,9
25506,VIL,AGA,8
25507,VIL,Orly,4
25508,VIT,SVQ,9
25509,VIT,Bergamo,9
25510,VIT,CGN,0
25511,VIT,AGP,0
25512,VIT,PMI,0
25513,VIT,Los Rodeos,0
25514,VIT,Las Palmas,0
25515,VIX,CGH,217
25516,VIX,GRU,209
25517,VIX,SDU,173
25518,VIX,CNF,122
25519,VIX,VCP,75
25520,VIX,BSB,56
25521,VIX,GIG,52
25522,VIX,SSA,28
25523,VIX,REC,26
25524,VKG,SGN,29
25525,VKO,LED,356
25526,VKO,KRR,161
25527,VKO,AER,154
25528,VKO,MCX,144
25529,VKO,MRV,131
25530,VKO,ROV,117
25531,VKO,IST,115
25532,VKO,SGC,112
25533,VKO,TAS,109
25534,VKO,UFA,97
25535,VKO,KGD,95
25536,VKO,EVN,87
25537,VKO,KUF,87
25538,VKO,TJM,80
25539,VKO,GYD,65
25540,VKO,SVX,63
25541,VKO,DXB,61
25542,VKO,YKS,60
25543,VKO,GRV,60
25544,VKO,KJA,58
25545,VKO,OGZ,58
25546,VKO,IGT,58
25547,VKT,SCW,4
25548,VKT,VKO,0
25549,VLC,PMI,212
25550,VLC,MAD,178
25551,VLC,LIS,112
25552,VLC,AMS,106
25553,VLC,IBZ,90
25554,VLC,FRA,86
25555,VLC,SVQ,86
25556,VLC,BIO,69
25557,VLC,LGW,60
25558,VLC,CDG,58
25559,VLC,Bergamo,58
25560,VLC,BRU,49
25561,VLC,Fiumicino,48
25562,VLC,Orly,44
25563,VLC,ZRH,44
25564,VLC,BLQ,41
25565,VLC,IST,40
25566,VLC,BCN,38
25567,VLC,STN,37
25568,VLC,EIN,32
25569,VLC,Malpensa,30
25570,VLC,Ciampino,29
25571,VLD,ATL,79
25572,VLI,SON,79
25573,VLI,TAH,54
25574,VLI,NUS,45
25575,VLI,NOU,24
25576,VLI,BNE,24
25577,VLI,SYD,21
25578,VLI,NAN,21
25579,VLI,AKL,17
25580,VLI,LNE,13
25581,VLI,EAE,12
25582,VLI,CCV,9
25583,VLI,HIR,8
25584,VLI,LNB,8
25585,VLI,SUV,8
25586,VLI,TGH,8
25587,VLI,MEL,6
25588,VLI,IPA,4
25589,VLI,DLY,4
25590,VLI,SWJ,4
25591,VLI,LPM,4
25592,VLI,PBJ,4
25593,VLI,VLS,0
25594,VLL,BCN,35
25595,VLL,Mahon,4
25596,VLL,Los Rodeos,0
25597,VLL,Madeira,0
25598,VLL,Las Palmas,0
25599,VLL,PMI,0
25600,VLL,IBZ,0
25601,VLN,PTY,36
25602,VLN,PMV,20
25603,VLN,PZO,12
25604,VLN,MAR,9
25605,VLN,BOG,8
25606,VLN,PUJ,8
25607,VLN,LRV,8
25608,VLN,SDQ,8
25609,VLN,MUN,4
25610,VLS,VLI,12
25611,VLS,EAE,0
25612,VLS,TGH,0
25613,VLY,CWL,40
25614,VNO,WAW,141
25615,VNO,RIX,127
25616,VNO,SVO,87
25617,VNO,HEL,87
25618,VNO,Arlanda,80
25619,VNO,CPH,68
25620,VNO,KBP,57
25621,VNO,FRA,56
25622,VNO,LCY,49
25623,VNO,LTN,45
25624,VNO,TLL,44
25625,VNO,OSL,41
25626,VNO,MSQ,33
25627,VNO,VIE,33
25628,VNO,IST,33
25629,VNO,STN,29
25630,VNO,AMS,29
25631,VNO,Southend,26
25632,VNO,Beauvais,21
25633,VNO,Bergamo,21
25634,VNO,TLV,18
25635,VNO,BCN,18
25636,VNS,DEL,335
25637,VNS,BOM,178
25638,VNS,HYD,94
25639,VNS,CCU,84
25640,VNS,AMD,79
25641,VNS,BLR,73
25642,VNS,MAA,58
25643,VNS,HJR,58
25644,VNS,JAI,46
25645,VNS,BKK,41
25646,VNS,GAY,33
25647,VNS,Sharjah,29
25648,VNS,Don Muang,15
25649,VNS,KUL,13
25650,VNS,DED,12
25651,VNS,KTM,8
25652,VNS,BBI,1
25653,VNS,GAU,1
25654,VNS,AGR,0
25655,VNX,JNB,39
25656,VNX,INH,16
25657,VNX,MPM,12
25658,VNX,BEW,4
25659,VNX,MQP,0
25660,VOG,SVO,174
25661,VOG,DME,70
25662,VOG,VKO,29
25663,VOG,LED,20
25664,VOG,KRR,13
25665,VOG,UFA,13
25666,VOG,AER,9
25667,VOG,ASF,8
25668,VOG,SIP,0
25669,VOG,SKG,0
25670,VOG,ROV,0
25671,VOL,LGW,0
25672,VOL,VIE,0
25673,VOL,AMS,0
25674,VOL,MUC,0
25675,VOL,EFL,0
25676,VOZ,VKO,126
25677,VOZ,DME,87
25678,VOZ,SVO,87
25679,VOZ,LED,41
25680,VOZ,URS,29
25681,VOZ,AER,17
25682,VOZ,KZN,16
25683,VOZ,MSQ,12
25684,VOZ,EVN,12
25685,VOZ,IST,10
25686,VOZ,SVX,9
25687,VOZ,OVB,9
25688,VOZ,TAS,4
25689,VOZ,FRU,2
25690,VOZ,OSS,0
25691,VOZ,KGD,0
25692,VOZ,SIP,0
25693,VOZ,DYU,0
25694,VOZ,NSK,0
25695,VPE,LAD,12
25696,VPE,CBT,8
25697,VPG,WIL,29
25698,VPG,UKA,0
25699,VPN,THO,20
25700,VPN,AEY,0
25701,VPS,ATL,161
25702,VPS,CLT,141
25703,VPS,DFW,83
25704,VPS,IAH,51
25705,VPS,DCA,29
25706,VPS,CVG,11
25707,VPS,BLV,9
25708,VPS,BWI,5
25709,VPS,EWR,5
25710,VPS,SHV,0
25711,VPS,MCO,0
25712,VPS,MEM,0
25713,VPS,OMA,0
25714,VPS,EVV,0
25715,VPS,PIA,0
25716,VPS,HOU,0
25717,VPS,Rockford,0
25718,VPS,AUS,0
25719,VPS,BNA,0
25720,VPS,SGF,0
25721,VPS,IND,0
25722,VPS,TUL,0
25723,VPY,MPM,37
25724,VPY,TET,4
25725,VQS,SJU,389
25726,VQS,STX,8
25727,VRA,YYZ,115
25728,VRA,YUL,99
25729,VRA,YQB,30
25730,VRA,CYO,28
25731,VRA,YOW,26
25732,VRA,CUN,20
25733,VRA,YWG,17
